Cycle ID,Cap_Chg(mAh),Cap_DChg(mAh),Specific Capacity-Chg(mAh/g),Specific Capacity-Dchg(mAh/g),Chg/DChg Efficiency(%),Engy_Chg(mWh),Engy_DChg(mWh),REngy_Chg(mWh/g),REngy_Dchg(mWh/g),CC_Chg_Ratio(%),CC_Chg_Cap(mAh),Plat_Cap(mAh),Plat_Capacity Density(mAh/g),Plat_Cap_Efficiency(%),Plat_Time(sec),Capacity_Chg(F),Capacity_DChg(F),IR(O),Mid_value Voltage(V),Discharge Fading Ratio(%),Charge Time(sec),Discharge Time(sec),Charge IR(O),Discharge IR(O),End Temperature(°C),Net Cap_DChg(mAh),Net Engy_DChg(mWh),Energy Efficiency(%),
,Step ID,Step Name,Step Time(sec),Capacity(mAh),Capacity Density(mAh/g),Energy(mWh),CmpEngergy(mWh/g),Capacitance(F),Start Voltage(V),End Voltage(V),Start Temperature(°C),End Temperature(°C),End Capacity(mAh),Charge Mid-Vol(V),Discharge Mid-Vol(V),DCIR(O),ChargeCap(mAh),DischargeCap(mAh),Engy_Chg(mWh),Engy_DChg(mWh),Net DischargeCap(mAh),Net Engy_DChg(mWh),Raw Step ID,
,,Record ID,Time(sec),Voltage(V),Current(mA),Temperature(°C),Capacity(mAh),Capacity Density(mAh/g),Energy(mWh),CmpEng(mWh/g),Realtime,Min-T(°C),Max-T(°C),Avg-T(°C),Power(mW),Capacitance_Chg(mAh),Capacitance_DChg(mAh),Engy_Chg(mWh),Engy_DChg(mWh),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact IR(O),
,,3240,55.60,1.7119,0.126,0.0,0.0019,1.5451,0.0021,1.6551,05/03/2022 21:40:07,,,,0.22,0.0019,0.0000,0.0021,0.0000,0.0019,1.4976,13581.119,
,,3241,61.10,1.8120,0.126,0.0,0.0021,1.6979,0.0024,1.9246,05/03/2022 21:40:13,,,,0.23,0.0021,0.0000,0.0024,0.0000,0.0019,1.5268,14375.248,
,,3242,66.80,1.9125,0.126,0.0,0.0023,1.8563,0.0028,2.2198,05/03/2022 21:40:18,,,,0.24,0.0023,0.0000,0.0028,0.0000,0.0020,1.5761,15172.551,
,,3243,72.80,2.0129,0.126,0.0,0.0025,2.0230,0.0032,2.5473,05/03/2022 21:40:24,,,,0.25,0.0025,0.0000,0.0032,0.0000,0.0021,1.6607,15969.060,
,,3244,79.40,2.1137,0.126,0.0,0.0028,2.2064,0.0037,2.9261,05/03/2022 21:40:31,,,,0.27,0.0028,0.0000,0.0037,0.0000,0.0023,1.8195,16768.743,
,,3245,87.20,2.2141,0.126,0.0,0.0031,2.4232,0.0043,3.3956,05/03/2022 21:40:39,,,,0.28,0.0031,0.0000,0.0043,0.0000,0.0027,2.1588,17565.252,
,,3246,96.30,2.3146,0.126,0.0,0.0034,2.6760,0.0050,3.9686,05/03/2022 21:40:48,,,,0.29,0.0034,0.0000,0.0050,0.0000,0.0032,2.5162,18362.555,
,,3247,106.30,2.4153,0.126,0.0,0.0037,2.9539,0.0058,4.6260,05/03/2022 21:40:58,,,,0.30,0.0037,0.0000,0.0058,0.0000,0.0035,2.7596,19161.444,
,,3248,117.20,2.5161,0.126,0.0,0.0041,3.2568,0.0068,5.3733,05/03/2022 21:41:09,,,,0.32,0.0041,0.0000,0.0068,0.0000,0.0038,3.0049,19961.127,
,,3249,130.40,2.6165,0.126,0.0,0.0046,3.6236,0.0080,6.3154,05/03/2022 21:41:22,,,,0.33,0.0046,0.0000,0.0080,0.0000,0.0046,3.6535,20757.636,
,,3250,147.60,2.7170,0.126,0.0,0.0052,4.1016,0.0096,7.5913,05/03/2022 21:41:39,,,,0.34,0.0052,0.0000,0.0096,0.0000,0.0060,4.7559,21554.939,
,,3251,174.20,2.8171,0.126,0.0,0.0061,4.8408,0.0121,9.6406,05/03/2022 21:42:06,,,,0.36,0.0061,0.0000,0.0121,0.0000,0.0093,7.3845,22349.068,
,,3252,242.00,2.9172,0.126,0.0,0.0085,6.7249,0.0190,15.0614,05/03/2022 21:43:14,,,,0.37,0.0085,0.0000,0.0190,0.0000,0.0237,18.8219,23143.197,
,,3253,552.80,3.0000,0.126,0.0,0.0194,15.3616,0.0513,40.7232,05/03/2022 21:48:24,,,,0.38,0.0194,0.0000,0.0513,0.0000,0.1314,104.3080,23800.079,
,128,CC_DChg,173.00,0.0061,4.8051,0.0062,4.8822,0.00301,2.9098,0.0099,0.0,0.0,0.0061,0.0000,0.8826,357.880,0.0000,0.0061,0.0000,0.0062,0.0061,0.0062,20,
,,3254,0.00,2.9098,-0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 21:48:24,,,,-0.37,0.0000,0.0000,0.0000,0.0000,0.2146,170.3056,23095.484,
,,3255,1.00,2.8069,-0.126,0.0,0.0000,0.0278,0.0001,0.0792,05/03/2022 21:48:25,,,,-0.35,0.0000,0.0000,0.0000,0.0001,-0.0003,-0.2699,22278.752,
,,3256,2.50,2.7058,-0.126,0.0,0.0001,0.0694,0.0002,0.1938,05/03/2022 21:48:27,,,,-0.34,0.0000,0.0001,0.0000,0.0002,-0.0005,-0.4121,21476.308,
,,3257,4.50,2.6013,-0.126,0.0,0.0002,0.1250,0.0004,0.3409,05/03/2022 21:48:29,,,,-0.33,0.0000,0.0002,0.0000,0.0004,-0.0007,-0.5316,20646.877,
,,3258,6.90,2.4981,-0.126,0.0,0.0002,0.1917,0.0006,0.5106,05/03/2022 21:48:31,,,,-0.31,0.0000,0.0002,0.0000,0.0006,-0.0008,-0.6460,19827.764,
,,3259,9.60,2.3970,-0.126,0.0,0.0003,0.2666,0.0009,0.6939,05/03/2022 21:48:34,,,,-0.30,0.0000,0.0003,0.0000,0.0009,-0.0009,-0.7418,19025.319,
,,3260,12.60,2.2960,-0.126,0.0,0.0004,0.3500,0.0011,0.8892,05/03/2022 21:48:37,,,,-0.29,0.0000,0.0004,0.0000,0.0011,-0.0010,-0.8250,18223.669,
,,3261,15.90,2.1937,-0.126,0.0,0.0006,0.4416,0.0014,1.0948,05/03/2022 21:48:40,,,,-0.28,0.0000,0.0006,0.0000,0.0014,-0.0011,-0.8960,17411.699,
,,3262,19.50,2.0923,-0.126,0.0,0.0007,0.5416,0.0016,1.3089,05/03/2022 21:48:44,,,,-0.26,0.0000,0.0007,0.0000,0.0016,-0.0012,-0.9861,16606.874,
,,3263,23.40,1.9918,-0.126,0.0,0.0008,0.6499,0.0019,1.5299,05/03/2022 21:48:48,,,,-0.25,0.0000,0.0008,0.0000,0.0019,-0.0014,-1.0779,15809.191,
,,3264,27.50,1.8914,-0.126,0.0,0.0010,0.7638,0.0022,1.7508,05/03/2022 21:48:52,,,,-0.24,0.0000,0.0010,0.0000,0.0022,-0.0014,-1.1342,15012.303,
,,3265,31.90,1.7894,-0.126,0.0,0.0011,0.8860,0.0025,1.9755,05/03/2022 21:48:56,,,,-0.23,0.0000,0.0011,0.0000,0.0025,-0.0015,-1.1981,14202.715,
,,3266,36.40,1.6886,-0.126,0.0,0.0013,1.0110,0.0028,2.1927,05/03/2022 21:49:01,,,,-0.21,0.0000,0.0013,0.0000,0.0028,-0.0016,-1.2400,13402.651,
,,3267,41.10,1.5866,-0.126,0.0,0.0014,1.1416,0.0030,2.4063,05/03/2022 21:49:05,,,,-0.20,0.0000,0.0014,0.0000,0.0030,-0.0016,-1.2798,12593.063,
,,3268,45.90,1.4862,-0.126,0.0,0.0016,1.2749,0.0033,2.6109,05/03/2022 21:49:10,,,,-0.19,0.0000,0.0016,0.0000,0.0033,-0.0017,-1.3279,11796.174,
,,3269,50.90,1.3854,-0.126,0.0,0.0018,1.4138,0.0035,2.8101,05/03/2022 21:49:15,,,,-0.17,0.0000,0.0018,0.0000,0.0035,-0.0017,-1.3778,10996.111,
,,3270,56.40,1.2837,-0.126,0.0,0.0020,1.5665,0.0038,3.0137,05/03/2022 21:49:21,,,,-0.16,0.0000,0.0020,0.0000,0.0038,-0.0019,-1.5021,10188.904,
,,3271,62.40,1.1836,-0.126,0.0,0.0022,1.7332,0.0041,3.2190,05/03/2022 21:49:27,,,,-0.15,0.0000,0.0022,0.0000,0.0041,-0.0021,-1.6649,9394.396,
,,3272,69.10,1.0832,-0.126,0.0,0.0024,1.9193,0.0043,3.4297,05/03/2022 21:49:33,,,,-0.14,0.0000,0.0024,0.0000,0.0043,-0.0023,-1.8535,8597.508,
,,3273,76.40,0.9830,-0.126,0.0,0.0027,2.1220,0.0046,3.6389,05/03/2022 21:49:41,,,,-0.12,0.0000,0.0027,0.0000,0.0046,-0.0025,-2.0236,7805.924,
,,3274,84.50,0.8826,-0.126,0.0,0.0030,2.3470,0.0048,3.8485,05/03/2022 21:49:49,,,,-0.11,0.0000,0.0030,0.0000,0.0048,-0.0028,-2.2408,7005.318,
,,3275,93.30,0.7821,-0.126,0.0,0.0033,2.5914,0.0051,4.0515,05/03/2022 21:49:58,,,,-0.10,0.0000,0.0033,0.0000,0.0051,-0.0031,-2.4320,6207.636,
,,3276,102.60,0.6814,-0.126,0.0,0.0036,2.8498,0.0053,4.2403,05/03/2022 21:50:07,,,,-0.09,0.0000,0.0036,0.0000,0.0053,-0.0032,-2.5652,5408.366,
,,3277,112.20,0.5806,-0.126,0.0,0.0039,3.1164,0.0056,4.4084,05/03/2022 21:50:17,,,,-0.07,0.0000,0.0039,0.0000,0.0056,-0.0033,-2.6453,4608.302,
,,3278,122.00,0.4792,-0.126,0.0,0.0043,3.3886,0.0057,4.5525,05/03/2022 21:50:26,,,,-0.06,0.0000,0.0043,0.0000,0.0057,-0.0034,-2.6844,3803.476,
,,3279,131.90,0.3788,-0.126,0.0,0.0046,3.6636,0.0059,4.6704,05/03/2022 21:50:36,,,,-0.05,0.0000,0.0046,0.0000,0.0059,-0.0035,-2.7388,3006.588,
,,3280,142.10,0.2787,-0.126,0.0,0.0050,3.9469,0.0060,4.7632,05/03/2022 21:50:46,,,,-0.04,0.0000,0.0050,0.0000,0.0060,-0.0036,-2.8302,2212.080,
,,3281,152.90,0.1773,-0.126,0.0,0.0054,4.2469,0.0061,4.8313,05/03/2022 21:50:57,,,,-0.02,0.0000,0.0054,0.0000,0.0061,-0.0037,-2.9583,1407.255,
,,3282,164.60,0.0765,-0.126,0.0,0.0058,4.5718,0.0061,4.8723,05/03/2022 21:51:09,,,,-0.01,0.0000,0.0058,0.0000,0.0061,-0.0041,-3.2239,607.191,
,,3283,173.00,0.0099,-0.126,0.0,0.0061,4.8051,0.0062,4.8822,05/03/2022 21:51:17,,,,-0.00,0.0000,0.0061,0.0000,0.0062,-0.0044,-3.5032,78.578,
65,0.0152,0.0058,12.0436,4.6051,38.237,0.0390,0.0060,30.9817,4.7313,100.00,0.0152,0.0000,0.0000,0.00,0.00,0.04627,0.00301,0.000,0.8826,275.87,433.40,165.80,323.361,353.203,0.0,-0.0094,-0.0331,15.271,
,129,CC_Chg,433.40,0.0152,12.0436,0.0390,30.9817,0.04627,0.0914,3.0000,0.0,0.0,0.0152,2.9213,0.0000,323.361,0.0152,0.0000,0.0000,0.0000,-0.0152,-0.3904,19,
,,3284,0.00,0.0914,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 21:51:17,,,,0.01,0.0000,0.0000,0.0000,0.0000,-0.0743,-58.9587,725.109,
,,3285,1.30,0.1922,0.126,0.0,0.0000,0.0361,0.0000,0.0051,05/03/2022 21:51:19,,,,0.02,0.0000,0.0000,0.0000,0.0000,0.0005,0.3584,1524.792,
,,3286,2.90,0.2935,0.126,0.0,0.0001,0.0806,0.0000,0.0162,05/03/2022 21:51:20,,,,0.04,0.0001,0.0000,0.0000,0.0000,0.0006,0.4389,2328.441,
,,3287,4.90,0.3955,0.126,0.0,0.0002,0.1362,0.0000,0.0356,05/03/2022 21:51:22,,,,0.05,0.0002,0.0000,0.0000,0.0000,0.0007,0.5449,3137.644,
,,3288,7.20,0.4957,0.126,0.0,0.0003,0.2001,0.0001,0.0643,05/03/2022 21:51:25,,,,0.06,0.0003,0.0000,0.0001,0.0000,0.0008,0.6379,3932.566,
,,3289,9.90,0.5989,0.126,0.0,0.0003,0.2751,0.0001,0.1055,05/03/2022 21:51:27,,,,0.08,0.0003,0.0000,0.0001,0.0000,0.0009,0.7270,4751.289,
,,3290,12.90,0.7009,0.126,0.0,0.0005,0.3585,0.0002,0.1599,05/03/2022 21:51:30,,,,0.09,0.0005,0.0000,0.0002,0.0000,0.0010,0.8173,5560.492,
,,3291,16.10,0.8029,0.126,0.0,0.0006,0.4474,0.0003,0.2270,05/03/2022 21:51:33,,,,0.10,0.0006,0.0000,0.0003,0.0000,0.0011,0.8718,6369.695,
,,3292,19.50,0.9049,0.126,0.0,0.0007,0.5419,0.0004,0.3078,05/03/2022 21:51:37,,,,0.11,0.0007,0.0000,0.0004,0.0000,0.0012,0.9263,7178.897,
,,3293,23.00,1.0050,0.126,0.0,0.0008,0.6391,0.0005,0.4009,05/03/2022 21:51:40,,,,0.13,0.0008,0.0000,0.0005,0.0000,0.0012,0.9716,7973.027,
,,3294,26.70,1.1058,0.126,0.0,0.0009,0.7419,0.0006,0.5096,05/03/2022 21:51:44,,,,0.14,0.0009,0.0000,0.0006,0.0000,0.0013,1.0200,8772.709,
,,3295,30.70,1.2078,0.126,0.0,0.0011,0.8531,0.0008,0.6383,05/03/2022 21:51:48,,,,0.15,0.0011,0.0000,0.0008,0.0000,0.0014,1.0898,9581.912,
,,3296,35.00,1.3101,0.126,0.0,0.0012,0.9726,0.0010,0.7889,05/03/2022 21:51:52,,,,0.17,0.0012,0.0000,0.0010,0.0000,0.0015,1.1680,10393.495,
,,3297,39.70,1.4121,0.126,0.0,0.0014,1.1032,0.0012,0.9669,05/03/2022 21:51:57,,,,0.18,0.0014,0.0000,0.0012,0.0000,0.0016,1.2804,11202.697,
,,3298,44.70,1.5122,0.126,0.0,0.0016,1.2421,0.0015,1.1703,05/03/2022 21:52:02,,,,0.19,0.0016,0.0000,0.0015,0.0000,0.0017,1.3881,11996.827,
,,3299,50.10,1.6136,0.126,0.0,0.0018,1.3922,0.0018,1.4051,05/03/2022 21:52:07,,,,0.20,0.0018,0.0000,0.0018,0.0000,0.0019,1.4799,12807.366,
,,3300,55.60,1.7150,0.126,0.0,0.0019,1.5450,0.0021,1.6596,05/03/2022 21:52:13,,,,0.22,0.0019,0.0000,0.0021,0.0000,0.0019,1.5073,13605.712,
,,3301,61.10,1.8154,0.126,0.0,0.0021,1.6979,0.0024,1.9296,05/03/2022 21:52:18,,,,0.23,0.0021,0.0000,0.0024,0.0000,0.0019,1.5223,14402.221,
,,3302,66.70,1.9162,0.126,0.0,0.0023,1.8535,0.0028,2.2201,05/03/2022 21:52:24,,,,0.24,0.0023,0.0000,0.0028,0.0000,0.0019,1.5438,15201.904,
,,3303,72.60,2.0172,0.126,0.0,0.0025,2.0174,0.0032,2.5427,05/03/2022 21:52:30,,,,0.25,0.0025,0.0000,0.0032,0.0000,0.0020,1.6233,16003.173,
,,3304,78.90,2.1177,0.126,0.0,0.0028,2.1925,0.0037,2.9050,05/03/2022 21:52:36,,,,0.27,0.0028,0.0000,0.0037,0.0000,0.0022,1.7420,16800.476,
,,3305,86.20,2.2185,0.126,0.0,0.0030,2.3954,0.0042,3.3452,05/03/2022 21:52:44,,,,0.28,0.0030,0.0000,0.0042,0.0000,0.0025,2.0124,17600.159,
,,3306,95.00,2.3192,0.126,0.0,0.0033,2.6399,0.0049,3.9004,05/03/2022 21:52:52,,,,0.29,0.0033,0.0000,0.0049,0.0000,0.0031,2.4284,18399.048,
,,3307,104.70,2.4193,0.126,0.0,0.0037,2.9094,0.0057,4.5394,05/03/2022 21:53:02,,,,0.30,0.0037,0.0000,0.0057,0.0000,0.0034,2.6928,19193.177,
,,3308,115.30,2.5201,0.126,0.0,0.0040,3.2040,0.0066,5.2673,05/03/2022 21:53:13,,,,0.32,0.0040,0.0000,0.0066,0.0000,0.0037,2.9222,19992.860,
,,3309,127.90,2.6205,0.126,0.0,0.0045,3.5541,0.0078,6.1681,05/03/2022 21:53:25,,,,0.33,0.0045,0.0000,0.0078,0.0000,0.0044,3.4874,20789.369,
,,3310,144.20,2.7207,0.126,0.0,0.0050,4.0071,0.0093,7.3790,05/03/2022 21:53:42,,,,0.34,0.0050,0.0000,0.0093,0.0000,0.0057,4.5205,21584.292,
,,3311,168.50,2.8208,0.126,0.0,0.0059,4.6824,0.0117,9.2531,05/03/2022 21:54:06,,,,0.36,0.0059,0.0000,0.0117,0.0000,0.0085,6.7459,22378.421,
,,3312,225.20,2.9213,0.126,0.0,0.0079,6.2580,0.0174,13.7914,05/03/2022 21:55:03,,,,0.37,0.0079,0.0000,0.0174,0.0000,0.0198,15.6777,23175.724,
,,3313,433.40,3.0000,0.126,0.0,0.0152,12.0436,0.0390,30.9817,05/03/2022 21:58:31,,,,0.38,0.0152,0.0000,0.0390,0.0000,0.0926,73.5145,23800.079,
,130,CC_DChg,165.80,0.0058,4.6051,0.0060,4.7313,0.00301,2.9110,0.0096,0.0,0.0,0.0058,0.0000,0.8826,353.203,0.0000,0.0058,0.0000,0.0060,0.0058,0.0060,20,
,,3314,0.00,2.9110,-0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 21:58:31,,,,-0.37,0.0000,0.0000,0.0000,0.0000,0.1705,135.3208,23116.017,
,,3315,1.10,2.8069,-0.126,0.0,0.0000,0.0305,0.0001,0.0871,05/03/2022 21:58:32,,,,-0.35,0.0000,0.0000,0.0000,0.0001,-0.0004,-0.2935,22278.752,
,,3316,2.70,2.7030,-0.126,0.0,0.0001,0.0750,0.0003,0.2093,05/03/2022 21:58:34,,,,-0.34,0.0000,0.0001,0.0000,0.0003,-0.0005,-0.4277,21454.084,
,,3317,4.70,2.6026,-0.126,0.0,0.0002,0.1305,0.0004,0.3564,05/03/2022 21:58:36,,,,-0.33,0.0000,0.0002,0.0000,0.0004,-0.0007,-0.5533,20657.195,
,,3318,7.10,2.5012,-0.126,0.0,0.0002,0.1972,0.0007,0.5263,05/03/2022 21:58:38,,,,-0.32,0.0000,0.0002,0.0000,0.0007,-0.0008,-0.6574,19852.369,
,,3319,9.80,2.4007,-0.126,0.0,0.0003,0.2722,0.0009,0.7100,05/03/2022 21:58:41,,,,-0.30,0.0000,0.0003,0.0000,0.0009,-0.0009,-0.7462,19054.687,
,,3320,12.80,2.2978,-0.126,0.0,0.0004,0.3555,0.0011,0.9055,05/03/2022 21:58:44,,,,-0.29,0.0000,0.0004,0.0000,0.0011,-0.0010,-0.8098,18237.955,
,,3321,16.00,2.1977,-0.126,0.0,0.0006,0.4444,0.0014,1.1051,05/03/2022 21:58:47,,,,-0.28,0.0000,0.0006,0.0000,0.0014,-0.0011,-0.8879,17443.448,
,,3322,19.50,2.0960,-0.126,0.0,0.0007,0.5416,0.0017,1.3136,05/03/2022 21:58:50,,,,-0.26,0.0000,0.0007,0.0000,0.0017,-0.0012,-0.9559,16636.241,
,,3323,23.30,1.9940,-0.126,0.0,0.0008,0.6472,0.0019,1.5292,05/03/2022 21:58:54,,,,-0.25,0.0000,0.0008,0.0000,0.0019,-0.0013,-1.0348,15826.653,
,,3324,27.30,1.8923,-0.126,0.0,0.0010,0.7583,0.0022,1.7449,05/03/2022 21:58:58,,,,-0.24,0.0000,0.0010,0.0000,0.0022,-0.0014,-1.0925,15026.602,
,,3325,31.50,1.7906,-0.126,0.0,0.0011,0.8749,0.0025,1.9595,05/03/2022 21:59:02,,,,-0.23,0.0000,0.0011,0.0000,0.0025,-0.0014,-1.1470,14212.239,
,,3326,35.80,1.6896,-0.126,0.0,0.0013,0.9944,0.0027,2.1671,05/03/2022 21:59:07,,,,-0.21,0.0000,0.0013,0.0000,0.0027,-0.0015,-1.1825,13410.588,
,,3327,40.20,1.5888,-0.126,0.0,0.0014,1.1166,0.0030,2.3672,05/03/2022 21:59:11,,,,-0.20,0.0000,0.0014,0.0000,0.0030,-0.0015,-1.2124,12610.525,
,,3328,44.70,1.4887,-0.126,0.0,0.0016,1.2416,0.0032,2.5594,05/03/2022 21:59:16,,,,-0.19,0.0000,0.0016,0.0000,0.0032,-0.0016,-1.2486,11816.017,
,,3329,49.50,1.3876,-0.126,0.0,0.0017,1.3749,0.0035,2.7509,05/03/2022 21:59:20,,,,-0.17,0.0000,0.0017,0.0000,0.0035,-0.0017,-1.3187,11013.573,
,,3330,54.70,1.2865,-0.126,0.0,0.0019,1.5193,0.0037,2.9438,05/03/2022 21:59:26,,,,-0.16,0.0000,0.0019,0.0000,0.0037,-0.0018,-1.4286,10211.128,
,,3331,60.60,1.1852,-0.126,0.0,0.0021,1.6832,0.0040,3.1460,05/03/2022 21:59:31,,,,-0.15,0.0000,0.0021,0.0000,0.0040,-0.0020,-1.6177,9407.096,
,,3332,67.10,1.0838,-0.126,0.0,0.0023,1.8637,0.0042,3.3506,05/03/2022 21:59:38,,,,-0.14,0.0000,0.0023,0.0000,0.0042,-0.0022,-1.7805,8602.270,
,,3333,74.20,0.9827,-0.126,0.0,0.0026,2.0609,0.0045,3.5541,05/03/2022 21:59:45,,,,-0.12,0.0000,0.0026,0.0000,0.0045,-0.0025,-1.9506,7799.825,
,,3334,81.90,0.8826,-0.126,0.0,0.0029,2.2748,0.0047,3.7533,05/03/2022 21:59:53,,,,-0.11,0.0000,0.0029,0.0000,0.0047,-0.0027,-2.1366,7005.318,
,,3335,90.20,0.7824,-0.126,0.0,0.0032,2.5053,0.0050,3.9449,05/03/2022 22:00:01,,,,-0.10,0.0000,0.0032,0.0000,0.0050,-0.0029,-2.3007,6210.017,
,,3336,99.00,0.6817,-0.126,0.0,0.0035,2.7497,0.0052,4.1235,05/03/2022 22:00:10,,,,-0.09,0.0000,0.0035,0.0000,0.0052,-0.0031,-2.4272,5410.747,
,,3337,108.00,0.5815,-0.126,0.0,0.0038,2.9997,0.0054,4.2812,05/03/2022 22:00:19,,,,-0.07,0.0000,0.0038,0.0000,0.0054,-0.0031,-2.4948,4615.446,
,,3338,117.20,0.4814,-0.126,0.0,0.0041,3.2552,0.0056,4.4168,05/03/2022 22:00:28,,,,-0.06,0.0000,0.0041,0.0000,0.0056,-0.0032,-2.5527,3820.938,
,,3339,126.60,0.3807,-0.126,0.0,0.0044,3.5163,0.0057,4.5292,05/03/2022 22:00:37,,,,-0.05,0.0000,0.0044,0.0000,0.0057,-0.0033,-2.5927,3021.668,
,,3340,136.30,0.2796,-0.126,0.0,0.0048,3.7858,0.0058,4.6179,05/03/2022 22:00:47,,,,-0.04,0.0000,0.0048,0.0000,0.0058,-0.0034,-2.6649,2219.224,
,,3341,146.40,0.1795,-0.126,0.0,0.0051,4.0663,0.0059,4.6820,05/03/2022 22:00:57,,,,-0.02,0.0000,0.0051,0.0000,0.0059,-0.0035,-2.8025,1424.716,
,,3342,157.40,0.0793,-0.126,0.0,0.0055,4.3718,0.0059,4.7212,05/03/2022 22:01:08,,,,-0.01,0.0000,0.0055,0.0000,0.0059,-0.0038,-3.0491,629.415,
,,3343,165.80,0.0096,-0.126,0.0,0.0058,4.6051,0.0060,4.7313,05/03/2022 22:01:17,,,,-0.00,0.0000,0.0058,0.0000,0.0060,-0.0042,-3.3473,76.197,
66,0.0130,0.0056,10.3373,4.4551,43.098,0.0327,0.0058,25.9878,4.6119,100.00,0.0130,0.0000,0.0000,0.00,0.00,0.03815,0.00300,0.000,0.8875,266.89,372.00,160.40,306.301,332.090,0.0,-0.0074,-0.0269,17.746,
,131,CC_Chg,372.00,0.0130,10.3373,0.0327,25.9878,0.03815,0.0868,3.0000,0.0,0.0,0.0130,2.9120,0.0000,306.301,0.0130,0.0000,0.0000,0.0000,-0.0130,-0.3274,19,
,,3344,0.00,0.0868,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 22:01:17,,,,0.01,0.0000,0.0000,0.0000,0.0000,-0.0752,-59.6518,688.616,
,,3345,1.30,0.1869,0.126,0.0,0.0000,0.0361,0.0000,0.0050,05/03/2022 22:01:18,,,,0.02,0.0000,0.0000,0.0000,0.0000,0.0005,0.3609,1482.745,
,,3346,2.90,0.2880,0.126,0.0,0.0001,0.0806,0.0000,0.0158,05/03/2022 22:01:20,,,,0.04,0.0001,0.0000,0.0000,0.0000,0.0006,0.4398,2284.808,
,,3347,4.90,0.3900,0.126,0.0,0.0002,0.1362,0.0000,0.0349,05/03/2022 22:01:22,,,,0.05,0.0002,0.0000,0.0000,0.0000,0.0007,0.5449,3094.010,
,,3348,7.20,0.4904,0.126,0.0,0.0003,0.2001,0.0001,0.0633,05/03/2022 22:01:24,,,,0.06,0.0003,0.0000,0.0001,0.0000,0.0008,0.6366,3890.520,
,,3349,9.80,0.5905,0.126,0.0,0.0003,0.2723,0.0001,0.1025,05/03/2022 22:01:26,,,,0.07,0.0003,0.0000,0.0001,0.0000,0.0009,0.7217,4684.649,
,,3350,12.70,0.6919,0.126,0.0,0.0004,0.3529,0.0002,0.1544,05/03/2022 22:01:29,,,,0.09,0.0004,0.0000,0.0002,0.0000,0.0010,0.7947,5489.092,
,,3351,15.90,0.7948,0.126,0.0,0.0006,0.4418,0.0003,0.2207,05/03/2022 22:01:33,,,,0.10,0.0006,0.0000,0.0003,0.0000,0.0011,0.8642,6305.434,
,,3352,19.20,0.8959,0.126,0.0,0.0007,0.5335,0.0004,0.2984,05/03/2022 22:01:36,,,,0.11,0.0007,0.0000,0.0004,0.0000,0.0011,0.9070,7107.497,
,,3353,22.70,0.9985,0.126,0.0,0.0008,0.6308,0.0005,0.3907,05/03/2022 22:01:39,,,,0.13,0.0008,0.0000,0.0005,0.0000,0.0012,0.9479,7921.460,
,,3354,26.40,1.0999,0.126,0.0,0.0009,0.7336,0.0006,0.4988,05/03/2022 22:01:43,,,,0.14,0.0009,0.0000,0.0006,0.0000,0.0013,1.0140,8725.902,
,,3355,30.30,1.2000,0.126,0.0,0.0011,0.8420,0.0008,0.6236,05/03/2022 22:01:47,,,,0.15,0.0011,0.0000,0.0008,0.0000,0.0014,1.0827,9520.032,
,,3356,34.60,1.3027,0.126,0.0,0.0012,0.9615,0.0010,0.7733,05/03/2022 22:01:51,,,,0.16,0.0012,0.0000,0.0010,0.0000,0.0015,1.1635,10334.788,
,,3357,39.20,1.4034,0.126,0.0,0.0014,1.0893,0.0012,0.9464,05/03/2022 22:01:56,,,,0.18,0.0014,0.0000,0.0012,0.0000,0.0016,1.2694,11133.677,
,,3358,44.30,1.5054,0.126,0.0,0.0016,1.2310,0.0015,1.1528,05/03/2022 22:02:01,,,,0.19,0.0016,0.0000,0.0015,0.0000,0.0018,1.3894,11942.880,
,,3359,49.70,1.6068,0.126,0.0,0.0017,1.3811,0.0017,1.3865,05/03/2022 22:02:06,,,,0.20,0.0017,0.0000,0.0017,0.0000,0.0019,1.4798,12747.322,
,,3360,55.20,1.7078,0.126,0.0,0.0019,1.5339,0.0021,1.6399,05/03/2022 22:02:12,,,,0.22,0.0019,0.0000,0.0021,0.0000,0.0019,1.5132,13548.592,
,,3361,60.70,1.8080,0.126,0.0,0.0021,1.6867,0.0024,1.9087,05/03/2022 22:02:17,,,,0.23,0.0021,0.0000,0.0024,0.0000,0.0019,1.5253,14343.514,
,,3362,66.20,1.9081,0.126,0.0,0.0023,1.8396,0.0028,2.1929,05/03/2022 22:02:23,,,,0.24,0.0023,0.0000,0.0028,0.0000,0.0019,1.5268,15137.644,
,,3363,72.00,2.0089,0.126,0.0,0.0025,2.0008,0.0032,2.5087,05/03/2022 22:02:29,,,,0.25,0.0025,0.0000,0.0032,0.0000,0.0020,1.5989,15937.326,
,,3364,78.10,2.1090,0.126,0.0,0.0027,2.1703,0.0036,2.8580,05/03/2022 22:02:35,,,,0.27,0.0027,0.0000,0.0036,0.0000,0.0021,1.6934,16731.456,
